Name,English_title,Score,Popularity,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Premiered,Broadcast,Demographics,Positive_ratio,Total_reviews
Neko Pitcher,,6.07,14678,TV,51,Finished Airing,"May 3, 2014 to Mar 29, 2016","None found, add some","None found, add some","None found, add some",4-koma manga,"Comedy, Sports","Anthropomorphic, Team Sports",2 min. per ep.,G - All Ages,1,Spring 2014,Tuesdays at 20:00 (JST),Kids,0.57,1
Oni no Ko to Yuki Usagi,"Goblin and ""Yuki Usagi"" (Snow Hare)",6.07,15472,Movie,1,Finished Airing,1995,"Kyowa Film,       Meruhensha","None found, add some","None found, add some",Unknown,Fantasy,Mythology,16 min.,PG - Children,0,,,Kids,0.67,1
Precure kara Minna e no Ouen Movie,,6.07,10581,ONA,1,Finished Airing,20-May-11,"None found, add some","None found, add some",Toei Animation,Original,Fantasy,Mahou Shoujo,32 sec.,G - All Ages,1,,,,0.32,1
Teki wa Kaizoku: Neko-tachi no Kyouen,The Enemy's the Pirates!: The Cats' Banquet,6.07,10791,TV,6,Finished Airing,"Dec 26, 1989 to Dec 31, 1989","Kitty Films,       Kitty Film Mitaka Studio,       Watanabe Promotion","None found, add some","Production I.G,       Madhouse",Novel,"Comedy, Sci-Fi",,25 min. per ep.,R+ - Mild Nudity,5,Fall 1989,Unknown,,1,1
Youkoso Lodoss-tou e!,Welcome to Lodoss Island!,6.07,10679,Movie,1,Finished Airing,25-Apr-98,AIC,"None found, add some","None found, add some",Novel,Comedy,Parody,35 min.,G - All Ages,3,,,,0.8,1
Yumemi no E,Dreams into Drawing,6.07,14891,Movie,1,Finished Airing,23-Aug-19,"None found, add some","None found, add some","Yamamura Animation, Inc.",Novel,,"Historical, Visual Arts",10 min.,PG - Children,0,,,,0.86,1
Boku no Boukuugou,,6.07,14063,TV Special,1,Finished Airing,13-Aug-05,"None found, add some","None found, add some",Shin-Ei Animation,Novel,Drama,Historical,45 min.,G - All Ages,1,,,Kids,0.25,1
Buddy Go! 2,,6.07,9945,Special,4,Finished Airing,"Oct 4, 2016 to Oct 25, 2016","None found, add some","None found, add some","None found, add some",Manga,"Comedy, Romance",Crossdressing,1 min. per ep.,PG - Children,6,,,Shoujo,0.2,1
Hoshi ni Negai wo: Cold Body + Warm Heart,,6.07,11057,ONA,1,Finished Airing,01-Jun-09,"None found, add some","None found, add some",Barnum Studio,Original,"Adventure, Sci-Fi",,22 min.,PG-13 - Teens 13 or older,0,,,,0.53,1
Houma Hunter Lime,Jewel BEM Hunter Lime,6.07,10010,OVA,3,Finished Airing,"Oct 25, 1996 to Mar 7, 1997","TBS,       Asmik Ace","Media Blasters,       Sentai Filmworks",Ashi Productions,Visual novel,"Comedy, Fantasy",,27 min. per ep.,PG-13 - Teens 13 or older,5,,,,0.86,1
"Kanojo, Okarishimasu 2nd Season: Date Movie",Rent-a-Girlfriend Season 2: Date Movie,6.07,7528,ONA,12,Finished Airing,"May 25, 2022 to Sep 25, 2022",TMS Entertainment,"None found, add some",AQUA ARIS,Manga,"Comedy, Romance",,1 min. per ep.,PG-13 - Teens 13 or older,27,,,,0,0
Kujira no Josephina,,6.07,14555,TV,23,Finished Airing,"Apr 2, 1979 to Sep 25, 1979",Kokusai Eigasha,"None found, add some",Ashi Productions,Novel,"Adventure, Fantasy",,25 min. per ep.,G - All Ages,3,Spring 1979,Unknown,,0,0
Momoiro no Crayon,,6.07,18612,OVA,1,Finished Airing,2006,"None found, add some","None found, add some",Nippon Animation,Original,Drama,,28 min.,G - All Ages,1,,,Kids,0,0
Ndaho Kekkon Omedetou!!,,6.07,16441,ONA,1,Finished Airing,30-Apr-21,"None found, add some","None found, add some",LIDENFILMS,Original,Slice of Life,Music,4 min.,G - All Ages,0,,,,0,0
Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki,,6.07,14215,Movie,1,Finished Airing,13-Mar-82,"None found, add some","None found, add some",Shin-Ei Animation,Unknown,"Comedy, Slice of Life",Martial Arts,31 min.,G - All Ages,0,,,,0,0
Ojamanga Yamada-kun (Movie),,6.07,15812,Movie,1,Finished Airing,14-Mar-81,Kadokawa Shoten,"None found, add some","None found, add some",Unknown,"Comedy, Slice of Life",,27 min.,,0,,,,0,0
Osomatsu-kun: Iyami wa Hitori Kaze no Naka,,6.07,14129,OVA,1,Finished Airing,25-Aug-90,Nippon Columbia,"None found, add some",Pierrot,Manga,Comedy,"Gag Humor, Historical",25 min.,G - All Ages,1,,,,0,0
Perman (1983) Specials,,6.07,15166,Special,3,Finished Airing,"Jul 20, 1983 to Oct 1, 1984","None found, add some","None found, add some",Shin-Ei Animation,Unknown,Comedy,,12 min. per ep.,PG - Children,1,,,Kids,0,0
Slide,,6.07,16502,ONA,1,Finished Airing,10-Jul-17,"None found, add some","None found, add some","None found, add some",Original,Sports,Music,7 min.,G - All Ages,0,,,,0,0
Sore Ike! Anpanman: Soratobu Ehon to Glass no Kutsu,,6.07,15131,Movie,1,Finished Airing,13-Jul-96,"None found, add some","None found, add some",TMS Entertainment,Unknown,"Comedy, Fantasy",,1 hr.,PG - Children,0,,,Kids,0,0
Tanken Driland: 1000-nen no Mahou,,6.07,12251,TV,51,Finished Airing,"Apr 6, 2013 to Mar 29, 2014","TV Tokyo,       GREE","None found, add some",Toei Animation,Unknown,"Adventure, Fantasy",,24 min. per ep.,PG - Children,0,Spring 2013,Unknown,,0,0
"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...",,6.07,12734,Movie,1,Finished Airing,07-Feb-04,Tezuka Productions,"None found, add some","None found, add some",Unknown,Sci-Fi,,20 min.,G - All Ages,0,,,,0,0
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu,,6.07,13042,TV,37,Finished Airing,"Apr 15, 2017 to Dec 23, 2017",TBS,"None found, add some",OLM,Other,"Adventure, Mystery, Sci-Fi","Detective, Mecha",24 min. per ep.,PG - Children,2,Spring 2017,Saturdays at 07:00 (JST),,0,0
Umi no Triton (1979),Triton of the Sea (1979),6.07,13228,Movie,2,Finished Airing,"Apr 4, 1979 to May 21, 1984",Tohokushinsha Film Corporation,"None found, add some",Animation Staff Room,Manga,"Adventure, Fantasy",,1 hr. 14 min. per ep.,G - All Ages,1,,,Shounen,0,0
Xiao Liyu Lixian Ji,The Adventures of Little Carp,6.07,17147,TV,52,Finished Airing,"Jun 1, 2007 to ?","None found, add some","None found, add some","None found, add some",Other,"Adventure, Fantasy",,22 min. per ep.,PG - Children,3,?,Unknown,Kids,0,0
Yurumates 3D OVA,,6.07,11148,OVA,1,Finished Airing,30-Aug-12,Takeshobo,"None found, add some",C2C,4-koma manga,"Comedy, Slice of Life",,3 min.,PG-13 - Teens 13 or older,2,,,Seinen,0,0
Angelique: Seichi yori Ai wo Komete,,6.07,9908,OVA,3,Finished Airing,"Jan 25, 2001 to Jun 27, 2001","None found, add some","None found, add some",Yumeta Company,Visual novel,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi",,30 min. per ep.,PG-13 - Teens 13 or older,1,,,Shoujo,0,0
Fei Ren Zai: Shenxian Ye Ai Chi,,6.07,16774,ONA,3,Finished Airing,"Dec 11, 2017 to Dec 25, 2017","None found, add some","None found, add some",Fenz,Manga,"Comedy, Fantasy",Mythology,3 min. per ep.,PG-13 - Teens 13 or older,0,,,,0,0
Flying Witch Petit,,6.07,5234,ONA,9,Finished Airing,"Mar 18, 2016 to Jun 24, 2016","VAP,       Magic Capsule",Sentai Filmworks,domerica,Manga,"Slice of Life, Supernatural",,2 min. per ep.,PG-13 - Teens 13 or older,8,,,,0,0
Genei Toushi Bastof Lemon,BASToF Syndrome,6.07,12296,TV,26,Finished Airing,"May 3, 2001 to Nov 15, 2001","None found, add some",ADV Films,Dongwoo A&E,Unknown,"Adventure, Sci-Fi",Mecha,24 min. per ep.,PG-13 - Teens 13 or older,2,Spring 2001,Unknown,,0,0
Ginga Tetsudou 999 (ONA),,6.07,12528,ONA,6,Finished Airing,"Sep 9, 2002 to Jul 2004","None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Drama, Sci-Fi",Space,15 min. per ep.,G - All Ages,1,,,,0,0
Ippatsu Kanta-kun,,6.07,12943,TV,53,Finished Airing,"Sep 18, 1977 to Sep 24, 1978","None found, add some","None found, add some",Tatsunoko Production,Original,"Adventure, Comedy, Sports",Team Sports,24 min. per ep.,PG - Children,1,Fall 1977,Unknown,Kids,0,0
Kaitou Tenshi Twin Angel: Kyunkyun☆Tokimeki Paradise!!,Twin Angel: Twinkle Paradise,6.06,6684,TV,12,Finished Airing,"Jul 5, 2011 to Sep 20, 2011","Kadokawa Shoten,       Wave Master","None found, add some",J.C.Staff,Game,Fantasy,Mahou Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,6,Summer 2011,Unknown,,0.5,4
Eiyuu Kyoushitsu,Classroom for Heroes,6.06,1928,TV,12,Finished Airing,"Jul 9, 2023 to Sep 24, 2023","Square Enix,       Lantis,       Movic,       Shueisha,       Jinnan Studio,       Tencent Japan,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",Actas,Light novel,"Action, Fantasy, Ecchi","Harem, School",23 min. per ep.,PG-13 - Teens 13 or older,466,Summer 2023,Sundays at 23:00 (JST),,0.44,28
Shounen Hollywood: Holly Stage for 49,,6.06,5343,TV,13,Finished Airing,"Jul 6, 2014 to Sep 27, 2014","None found, add some",Funimation,Zexcs,Mixed media,,"Idols (Male), Music, Performing Arts",24 min. per ep.,PG-13 - Teens 13 or older,25,Summer 2014,Unknown,,0.49,13
Ars no Kyojuu,Giant Beasts of Ars,6.06,3403,TV,12,Finished Airing,"Jan 7, 2023 to Mar 25, 2023","Mainichi Broadcasting System,       Sentai Filmworks,       bilibili,       DMM.com,       Bit grooove promotion,       NetEase","None found, add some",Asahi Production,Original,"Action, Adventure, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,92,Winter 2023,Saturdays at 01:25 (JST),,0.36,10
Aquarian Age: Sign for Evolution,,6.06,5645,TV,13,Finished Airing,"Jan 11, 2002 to Mar 29, 2002",Broccoli,ADV Films,Madhouse,Card game,"Action, Adventure, Fantasy, Romance, Sci-Fi","Music, Super Power",24 min. per ep.,PG-13 - Teens 13 or older,12,Winter 2002,Fridays at 01:15 (JST),,0.36,7
RG Veda,,6.06,6694,OVA,2,Finished Airing,"Jun 1, 1991 to Jun 21, 1992","KSS,       Movic,       Sony Music Entertainment",Central Park Media,animate Film,Manga,"Adventure, Drama, Fantasy",,43 min. per ep.,PG-13 - Teens 13 or older,12,,,,0.31,7
Jinki:Extend,,6.06,5935,TV,12,Finished Airing,"Jan 6, 2005 to Mar 24, 2005","TV Asahi,       GANSIS","ADV Films,       Funimation",feel.,Manga,Sci-Fi,Mecha,23 min. per ep.,R - 17+ (violence & profanity),10,Winter 2005,Thursdays at 02:12 (JST),Shounen,0.39,5
Wonder (Movie),Wonder,6.06,10422,Movie,1,Finished Airing,08-Feb-14,Mirai Film,"None found, add some",Calf Studio,Original,Avant Garde,,8 min.,G - All Ages,12,,,,0.53,4
Kimi no Sumu Machi,,6.06,12424,Special,1,Finished Airing,21-Nov-15,"None found, add some","None found, add some",J.C.Staff,Original,Comedy,,2 min.,G - All Ages,1,,,,0.9,3
Berserk Recap,,6.06,5494,TV Special,1,Finished Airing,03-Mar-17,LIDENFILMS,"None found, add some","Millepensee,       GEMBA",Manga,"Action, Adventure, Drama, Fantasy, Horror","Gore, Military",24 min.,R - 17+ (violence & profanity),26,,,Seinen,0.3,2
"Boku, Otaryman.",,6.06,8889,OVA,1,Finished Airing,29-Jan-10,Liverpool,"None found, add some","Panda Factory,       Studio PuYUKAI",Manga,"Comedy, Slice of Life",Otaku Culture,35 min.,PG-13 - Teens 13 or older,2,,,Seinen,0.75,2
CMFU Xueyuan: Wangzi Peng Peng Qiu,,6.06,8009,ONA,24,Finished Airing,"Nov 3, 2016 to Apr 6, 2017","Tencent Penguin Pictures,       China Literature Limited","None found, add some",Foch Films,Novel,"Romance, Sports",School,11 min. per ep.,PG-13 - Teens 13 or older,18,,,,0.34,2
Shin Kaitei Gunkan,Super Atragon,6.06,10587,OVA,2,Finished Airing,"Dec 21, 1995 to Aug 1, 1996",Kadokawa Shoten,ADV Films,Phoenix Entertainment,Novel,"Action, Adventure, Fantasy, Sci-Fi","Historical, Military",50 min. per ep.,PG-13 - Teens 13 or older,1,,,,0.75,2
Shin Kidou Senki Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,,6.06,9229,Special,1,Finished Airing,29-Jan-14,Sotsu,"None found, add some",Sunrise,Light novel,"Action, Sci-Fi",Mecha,16 min.,PG-13 - Teens 13 or older,3,,,,0.45,2
Abarenbou Rikishi!! Matsutarou,Rowdy Sumo Wrestler Matsutaro!!,6.06,6528,TV,23,Finished Airing,"Apr 6, 2014 to Sep 28, 2014","None found, add some","None found, add some",Toei Animation,Manga,Sports,Combat Sports,22 min. per ep.,PG-13 - Teens 13 or older,12,Spring 2014,Unknown,Seinen,0.84,1
Inga Nikki,UN-GO: Inga Nikki,6.06,7426,ONA,10,Finished Airing,"Oct 5, 2011 to Dec 22, 2011","None found, add some",Sentai Filmworks,Bones,Original,,Parody,22 sec. per ep.,G - All Ages,2,,,,0.21,1
Kageyama Tamio no Double Fantasy,,6.06,14884,TV Special,1,Finished Airing,02-Jan-94,"None found, add some","None found, add some",Shin-Ei Animation,Original,"Comedy, Horror",,25 min.,PG-13 - Teens 13 or older,0,,,,0.31,1
Neko no Nyagh: Nya Misérables,,6.06,15669,TV,25,Finished Airing,"Apr 3, 2019 to Sep 18, 2019","None found, add some","None found, add some","TMS Entertainment,       Jinnis Animation Studios",Game,,"Anthropomorphic, Visual Arts",1 min. per ep.,G - All Ages,0,Spring 2019,Not scheduled once per week,Kids,0.87,1
Alps Monogatari: Watashi no Annette Specials,,6.06,15506,TV Special,2,Finished Airing,01-Apr,"None found, add some","None found, add some",Nippon Animation,Unknown,"Drama, Slice of Life",,45 min. per ep.,G - All Ages,1,,,,0,0
Arad: Suming Zhi Men,The Fate of Arad,6.06,10848,ONA,20,Finished Airing,"Apr 28, 2017 to Sep 1, 2017","Tohokushinsha Film Corporation,       Tencent Animation & Comics,       Tencent Games","None found, add some","Success Corp.,       Dangun Pictures",Game,"Action, Adventure, Fantasy",,14 min. per ep.,PG-13 - Teens 13 or older,10,,,,0,0
Bai Gui Youeryuan 2nd Season,,6.06,17865,ONA,12,Finished Airing,"Mar 26, 2019 to Jun 11, 2019","None found, add some","None found, add some",Painting Dream,Game,Comedy,,5 min. per ep.,PG-13 - Teens 13 or older,0,,,,0,0
Cap Kakumei Bottleman DX,Cap Revolution Bottleman DX,6.06,13838,TV,51,Finished Airing,"Apr 3, 2022 to Mar 26, 2023","None found, add some","None found, add some",Gaina,Game,Action,Strategy Game,12 min. per ep.,G - All Ages,8,Spring 2022,Sundays at 09:30 (JST),Kids,0,0
Celia-sensei no Wakuwaku Magical Kyoushitsu,,6.06,8370,ONA,18,Finished Airing,"May 25, 2021 to Sep 21, 2021",Kanon Sound,"None found, add some",AQUA ARIS,Light novel,"Comedy, Fantasy","Isekai, Reincarnation",1 min. per ep.,PG-13 - Teens 13 or older,33,,,,0,0
Choegang Top Plate,,6.06,15268,TV,26,Finished Airing,"Sep 11, 2013 to Dec 26, 2013",Animax,"None found, add some","None found, add some",Original,"Action, Comedy",,23 min. per ep.,PG - Children,2,Fall 2013,Unknown,Kids,0,0
Choujuu Giga,Choju Jinbutsu Giga,6.06,10373,ONA,3,Finished Airing,"Mar 14, 2016 to Nov 17, 2016","None found, add some","None found, add some",Studio Ghibli,Other,Romance,,32 sec. per ep.,G - All Ages,1,,,,0,0
Chu Feng: Yi Dian Zhi Zi,,6.06,11583,ONA,12,Finished Airing,"Nov 18, 2020 to Jan 27, 2021",Yaoqi,"None found, add some",Thundray,Manga,"Action, Fantasy, Romance, Sci-Fi",Mecha,27 min. per ep.,PG-13 - Teens 13 or older,1,,,,0,0
Document Taiyou no Kiba Dagram,,6.06,13319,Movie,1,Finished Airing,09-Jul-83,"None found, add some","None found, add some",Sunrise,Original,"Action, Drama, Sci-Fi","Mecha, Military",1 hr. 20 min.,R - 17+ (violence & profanity),2,,,,0,0
"Dorami-chan: Wow, The Kid Gang of Bandits",,6.06,14095,Movie,1,Finished Airing,09-Mar-91,"None found, add some","None found, add some","None found, add some",Unknown,Fantasy,,40 min.,G - All Ages,0,,,,0,0
Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,"Dr. Slump and Arale-chan: Hoyoyo! City of Dreams, Mechapolis",6.06,11604,Movie,1,Finished Airing,13-Jul-85,"None found, add some",Discotek Media,Toei Animation,Manga,"Comedy, Sci-Fi",Gag Humor,38 min.,PG-13 - Teens 13 or older,0,,,Shounen,0,0
Dr. Slump Movie 10: Arale no Bikkuriman,Doctor Slump: Arale's Surprise,6.06,11765,Movie,1,Finished Airing,06-Mar-99,"None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Sci-Fi",Gag Humor,50 min.,PG-13 - Teens 13 or older,0,,,Shounen,0,0
Gegege no Kitarou: Youkai Daisensou,Spooky Kitarou: Ghost War Struggle,6.06,13453,Movie,1,Finished Airing,15-Mar-86,"None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Comedy, Fantasy, Horror, Supernatural",,39 min.,G - All Ages,1,,,,0,0
Hello Kitty no Shirayuki-hime,Hello Kitty in Snow White,6.06,14053,OVA,1,Finished Airing,21-Jul-93,Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,,25 min.,G - All Ages,2,,,Kids,0,0
Hello Kitty no Shirayuki-hime (2001),Hello Kitty in Snow White,6.06,14460,OVA,1,Finished Airing,20-Jul-01,Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,,15 min.,G - All Ages,1,,,Kids,0,0
Kagaku Bouken-tai Tansar 5,,6.06,13949,TV,34,Finished Airing,"Jul 27, 1979 to Mar 28, 1980","None found, add some","None found, add some",Sunrise,Unknown,"Adventure, Mystery, Sci-Fi, Supernatural",,24 min. per ep.,PG-13 - Teens 13 or older,0,Summer 1979,Unknown,,0,0
Kidou Senshi Gundam: Uchuu Seiki Yowa,,6.06,9620,Special,10,Finished Airing,"Oct 25, 1996 to Jul 25, 1999","None found, add some","None found, add some",Sunrise,Original,Sci-Fi,"Mecha, Military, Space",3 min. per ep.,PG-13 - Teens 13 or older,0,,,,0,0
King of Prism: Shiny Seven Stars I - Prologue x Yukinojou x Taiga,,6.06,10739,Movie,1,Finished Airing,02-Mar-19,Avex Pictures,"None found, add some",Tatsunoko Production,Original,Sports,"Idols (Male), Music",1 hr. 15 min.,PG-13 - Teens 13 or older,6,,,,0,0
Koihime†Musou OVA Omake,,6.06,11275,Special,1,Finished Airing,01-Apr-09,"None found, add some","None found, add some","None found, add some",Visual novel,"Adventure, Comedy, Fantasy, Ecchi",,12 min.,R+ - Mild Nudity,1,,,,0,0
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Recaps,,6.06,8833,TV Special,3,Finished Airing,"Jul 4, 2021 to Jul 18, 2021","None found, add some","None found, add some",Shaft,Game,"Drama, Fantasy, Suspense","Mahou Shoujo, Psychological",23 min. per ep.,PG-13 - Teens 13 or older,13,,,,0,0
Magic Knight Rayearth Pilot,,6.06,12337,Special,1,Finished Airing,29-Oct-14,"None found, add some","None found, add some",Tokyo Movie Shinsha,Manga,Fantasy,"Isekai, Mahou Shoujo",4 min.,PG-13 - Teens 13 or older,1,,,Shoujo,0,0
Metal Fight Beyblade Zero G Specials,Beyblade: Shogun Steel Specials,6.06,9161,Special,7,Finished Airing,"Aug 27, 2013 to Sep 25, 2013","TV Tokyo,       d-rights","None found, add some",SynergySP,Manga,"Adventure, Sports",,25 min. per ep.,PG - Children,0,,,Kids,0,0
Minna Atsumare! Falcom Gakuen SC,,6.06,9554,TV,12,Finished Airing,"Jan 4, 2015 to Mar 22, 2015",DAX Production,"None found, add some","None found, add some",4-koma manga,Comedy,"Parody, School",2 min. per ep.,PG-13 - Teens 13 or older,2,Winter 2015,Unknown,Seinen,0,0
Ninjaman Ippei,,6.06,16022,TV,13,Finished Airing,"Oct 4, 1982 to Dec 27, 1982",Tokyo Movie Shinsha,"None found, add some","None found, add some",Manga,"Action, Comedy, Slice of Life",School,25 min. per ep.,G - All Ages,0,Fall 1982,Unknown,,0,0
Queen's Blade OVA Specials,,6.06,6234,Special,2,Finished Airing,"Oct 29, 2011 to Jan 28, 2012","Genco,       Media Factory,       Hobby Japan","None found, add some",Arms,Other,"Action, Adventure, Fantasy, Ecchi",,20 min. per ep.,R+ - Mild Nudity,5,,,,0,0
Rakka-sei,Life of Falling,6.06,16155,ONA,1,Finished Airing,09-Jan-21,"None found, add some","None found, add some",Flat Studio,Original,Supernatural,Music,1 min.,PG-13 - Teens 13 or older,0,,,,0,0
Sazae-san: Dawn to Ikka de Hawaii Ryokou,,6.06,15988,TV Special,1,Finished Airing,1998,Fuji TV,"None found, add some",Eiken,Unknown,Comedy,,47 min.,G - All Ages,1,,,,0,0
Sekai Meisaku Douwa,World Famous Fairy Tale Series,6.06,14226,Unknown,20,Finished Airing,Oct 1975 to Feb 1983,"None found, add some","None found, add some","None found, add some",Unknown,Fantasy,,10 min. per ep.,G - All Ages,2,,,,0,0
Soukou Kihei Votoms Recaps,Armored Trooper Votoms Recaps,6.06,13362,OVA,4,Finished Airing,"Feb 21, 1986 to Feb 20, 1988","None found, add some","None found, add some",Sunrise,Original,"Action, Drama, Sci-Fi","Mecha, Military",57 min. per ep.,PG-13 - Teens 13 or older,0,,,,0,0
Sue Cat,,6.06,13218,TV,40,Finished Airing,"Jun 4, 1980 to Dec 28, 1980",Asatsu DK,"None found, add some",Knack Productions,Other,Adventure,"Anthropomorphic, Music",13 min. per ep.,PG - Children,3,Summer 1980,Unknown,,0,0
Tetsuwan Atom: Atom Tanjou no Himitsu,,6.06,12649,Movie,1,Finished Airing,06-Apr-03,Tezuka Productions,"None found, add some","None found, add some",Unknown,"Drama, Sci-Fi",,20 min.,G - All Ages,0,,,,0,0
Tian Yu,Revelation,6.06,13752,ONA,13,Finished Airing,"Apr 26, 2017 to Oct 11, 2017","None found, add some","None found, add some",Sparkly Key Animation Studio,Game,"Action, Adventure, Fantasy",Mythology,19 min. per ep.,PG-13 - Teens 13 or older,3,,,,0,0
