Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Premiered,Broadcast,Themes,Demographics
Shirogane no Ishi: Argevollen,Argevollen,6.48,3350,6918,44,TV,24,Finished Airing,"Jul 3, 2014 to Dec 18, 2014","Warner Bros. Japan,       KlockWorx,       Bushiroad,       Showgate",Sentai Filmworks,Xebec,Original,Action,23 min. per ep.,R - 17+ (violence & profanity),43,Summer 2014,Unknown,Mecha,
Shouxi Yu Ling Shi,,6.48,12190,6919,1,ONA,40,Finished Airing,"Jun 20, 2020 to Oct 24, 2020","None found, add some","None found, add some",Suoyi Technology,Original,"Action, Fantasy",11 min. per ep.,PG-13 - Teens 13 or older,8,,,,
Taiho Shichau zo in America,You're Under Arrest: No Mercy!!,6.48,8184,6920,5,TV Special,1,Finished Airing,29-Mar-02,"TBS,       Kodansha","None found, add some",Studio Deen,Manga,"Action, Comedy, Mystery",23 min.,PG-13 - Teens 13 or older,3,,,"Adult Cast, Detective, Workplace",Seinen
Taiyou no Ouji: Horus no Daibouken,Horus: Prince of the Sun,6.48,6636,6921,9,Movie,1,Finished Airing,21-Jul-68,"None found, add some",Discotek Media,Toei Animation,Other,"Adventure, Drama",1 hr. 22 min.,G - All Ages,16,,,,
Toaru Majutsu no Index-tan III,A Certain Magical Index III: Specials,6.48,5941,6922,12,Special,2,Finished Airing,"Dec 26, 2018 to Apr 30, 2019","None found, add some","None found, add some",J.C.Staff,Light novel,Comedy,9 min. per ep.,PG-13 - Teens 13 or older,8,,,,
Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,Hamtaro: Ham-Hams Ahoy!,6.48,11830,6923,1,OVA,1,Finished Airing,01-Mar-03,Shogakukan-Shueisha Productions,"None found, add some",TMS Entertainment,Unknown,,44 min.,PG - Children,1,,,,Kids
Trouble Chocolate,,6.48,7809,6924,6,TV,20,Finished Airing,"Oct 8, 1999 to Mar 24, 2000",Robot Communications,VIZ Media,AIC,Radio,"Comedy, Romance, Sci-Fi",23 min. per ep.,G - All Ages,20,Fall 1999,Saturdays at 02:00 (JST),,
White Album,,6.48,1808,6925,122,TV,13,Finished Airing,"Jan 4, 2009 to Mar 29, 2009","None found, add some","None found, add some",Seven Arcs,Visual novel,"Drama, Romance",24 min. per ep.,PG-13 - Teens 13 or older,226,Winter 2009,Sundays at 02:00 (JST),"Harem, Idols (Female), Music",
Youkai Watch!,,6.48,9379,6926,3,TV,36,Finished Airing,"Apr 5, 2019 to Dec 20, 2019","None found, add some","None found, add some","OLM,       Magic Bus",Game,"Comedy, Supernatural",24 min. per ep.,G - All Ages,6,Spring 2019,Fridays at 18:25 (JST),Mythology,Kids
Yuuki Yuuna wa Yuushabu Shozoku 3,,6.48,9546,6927,3,Movie,1,Finished Airing,08-Jul-17,"None found, add some","None found, add some",W-Toon Studio,Manga,"Comedy, Fantasy, Slice of Life",8 min.,PG-13 - Teens 13 or older,0,,,,
Z/X: Ignition,,6.48,3525,6928,40,TV,12,Finished Airing,"Jan 10, 2014 to Apr 3, 2014","Sotsu,       Pony Canyon,       Nippon Ichi Software",Discotek Media,Telecom Animation Film,Card game,"Adventure, Fantasy, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,51,Winter 2014,Unknown,Strategy Game,
Shining Tears X Wind,,6.47,3777,6929,35,TV,13,Finished Airing,"Apr 7, 2007 to Jun 30, 2007",Sega,Discotek Media,Studio Deen,Game,"Action, Adventure, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,66,Spring 2007,Saturdays at 01:30 (JST),Isekai,
Shoujo Shuumatsu Jugyou,Girls' Last Class,6.47,6040,6930,11,ONA,12,Finished Airing,"Oct 6, 2017 to Dec 22, 2017",Kadokawa,"None found, add some",Studio PuYUKAI,Manga,Comedy,1 min. per ep.,G - All Ages,12,,,"Parody, School",
Shounen Hollywood: Holly Stage for 50,,6.47,7421,6931,7,TV,13,Finished Airing,"Jan 10, 2015 to Apr 4, 2015","Starchild Records,       Studio Mausu",Funimation,Zexcs,Mixed media,,23 min. per ep.,PG-13 - Teens 13 or older,10,Winter 2015,Saturdays at 20:30 (JST),"Idols (Male), Music, Performing Arts",
Shouwa Monogatari (Movie),,6.47,11815,6932,1,Movie,1,Finished Airing,29-Jan-11,"None found, add some","None found, add some",WAO World,Unknown,Drama,1 hr. 36 min.,PG - Children,1,,,Historical,
Show By Rock!! Short!!,,6.47,5574,6933,14,TV,12,Finished Airing,"Jul 5, 2016 to Sep 20, 2016","Pony Canyon,       Sanrio,       Techno Sound",Funimation,Bones,Game,Comedy,3 min. per ep.,PG-13 - Teens 13 or older,18,Summer 2016,Tuesdays at 01:00 (JST),Music,
Shukufuku no Campanella: La Campanella Della Benedizione,,6.47,7820,6934,6,OVA,1,Finished Airing,30-Mar-11,"None found, add some",Nozomi Entertainment,AIC,Visual novel,"Comedy, Fantasy, Ecchi",29 min.,R+ - Mild Nudity,1,,,,
Sore ga Seiyuu!: Petit Uchiage,,6.47,8392,6935,5,Special,1,Finished Airing,23-Mar-16,"None found, add some",Funimation,Gonzo,Web manga,"Comedy, Slice of Life",14 min.,PG-13 - Teens 13 or older,3,,,Showbiz,
Teekyuu 2 Specials,Teekyu 2 Specials,6.47,6281,6936,10,Special,2,Finished Airing,25-Oct-13,Earth Star Entertainment,"None found, add some",MAPPA,Manga,"Comedy, Sports",2 min. per ep.,PG-13 - Teens 13 or older,0,,,School,Shounen
To Heart 2,,6.47,4719,6937,21,TV,13,Finished Airing,"Oct 4, 2005 to Jan 3, 2006","None found, add some",Maiden Japan,OLM,Visual novel,"Comedy, Drama, Romance",24 min. per ep.,PG-13 - Teens 13 or older,40,Fall 2005,Unknown,"Harem, School",
Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,Hamtaro: The Mysterious Ogre's Picture Book Tower,6.47,11328,6938,2,Movie,1,Finished Airing,23-Dec-04,Shogakukan-Shueisha Productions,"None found, add some",TMS Entertainment,Unknown,"Adventure, Comedy",40 min.,G - All Ages,2,,,,Kids
Tropical-Rouge! Precure Petit Tobikome! Collaboration ♡ Dance Party!,,6.47,12111,6939,1,Movie,1,Finished Airing,20-Mar-21,"None found, add some","None found, add some",Toei Animation,Original,Fantasy,5 min.,G - All Ages,2,,,Mahou Shoujo,
Turn A Gundam I: Chikyuukou,∀ Gundam I: Earth Light,6.47,8443,6940,5,Movie,1,Finished Airing,09-Feb-02,"Sotsu,       Atelier Musa",Nozomi Entertainment,Sunrise,Original,"Action, Drama, Sci-Fi",2 hr. 8 min.,PG-13 - Teens 13 or older,1,,,"Mecha, Military, Space",
Windaria,Once Upon a Time,6.47,6403,6941,10,Movie,1,Finished Airing,19-Jul-86,Gallop,"ADV Films,       Harmony Gold,       Streamline Pictures","Kaname Productions,       Idol",Original,"Action, Drama, Fantasy, Romance, Sci-Fi",1 hr. 40 min.,R+ - Mild Nudity,30,,,,
World Witches Hasshin Shimasu!,World Witches Take Off!,6.47,5987,6942,12,TV,12,Finished Airing,"Jan 13, 2021 to Mar 31, 2021","Nippon Columbia,       Glovision","None found, add some","Acca effe,       Giga Production",Original,Comedy,15 min. per ep.,PG-13 - Teens 13 or older,15,Winter 2021,Wednesdays at 00:45 (JST),"CGDCT, Military",
Yoroiden Samurai Troopers Kikoutei Densetsu,Ronin Warriors Legend of Kikoutei,6.47,9971,6943,3,OVA,4,Finished Airing,"Oct 8, 1989 to Jan 11, 1990","None found, add some","Bandai Entertainment,       Discotek Media",Sunrise,Original,"Adventure, Fantasy",26 min. per ep.,PG-13 - Teens 13 or older,5,,,Samurai,
Yume Senshi Wingman,Wingman,6.47,9601,6944,3,TV,47,Finished Airing,"Feb 7, 1984 to Feb 26, 1985",TV Asahi,"None found, add some",Toei Animation,Manga,"Action, Comedy, Romance",24 min. per ep.,R+ - Mild Nudity,15,Winter 1984,Tuesdays at 19:00 (JST),"School, Super Power",Shounen
Yuuki Yuuna wa Yuushabu Shozoku 2,,6.47,9322,6945,3,Movie,1,Finished Airing,15-Apr-17,"None found, add some","None found, add some",W-Toon Studio,Manga,"Comedy, Fantasy, Slice of Life",7 min.,PG-13 - Teens 13 or older,1,,,,
"Arano no Sakebi Koe: Hoero, Buck",The Call of the Wild,6.47,12129,6946,1,TV Special,1,Finished Airing,03-Jan-81,"Fuji TV,       Hoso Seisaku Doga","None found, add some",Toei Animation,Novel,"Adventure, Drama",1 hr. 6 min.,G - All Ages,3,,,,
Bai Niao Gu,Valley of White Birds,6.47,12464,6947,1,Movie,1,Finished Airing,12-Jun-17,"None found, add some","None found, add some",Wolf Smoke Studio,Original,"Fantasy, Supernatural",15 min.,G - All Ages,2,,,,
Bu Mie Shen Wang,The Rich God,6.47,14379,6948,800,ONA,19,Finished Airing,"Apr 20, 2023 to Aug 24, 2023",Youku,"None found, add some",Djinn Power,Novel,"Action, Adventure, Comedy, Fantasy",15 min. per ep.,PG-13 - Teens 13 or older,3,,,,
Chieri to Cherry,Chieri and Cherry,6.47,14868,6949,685,Movie,1,Finished Airing,20-Feb-16,Frontier Works,"None found, add some",Comma Studio,Original,"Adventure, Fantasy",54 min.,G - All Ages,0,,,,
Chikyuu ga Ugoita Hi,The Day the Earth Moved,6.47,11729,6950,1,Movie,1,Finished Airing,22-Jul-97,"Magic Capsule,       Kyodo Eiga,       Orix,       GoGo Visual Planning,       Company AZA","None found, add some",Tama Production,Novel,Drama,1 hr. 15 min.,PG - Children,1,,,Historical,
Coppelion,,6.47,1820,6951,121,TV,13,Finished Airing,"Oct 2, 2013 to Dec 25, 2013",Starchild Records,VIZ Media,GoHands,Manga,"Action, Drama, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,220,Fall 2013,Wednesdays at 21:00 (JST),Military,Seinen
Cross Fight B-Daman eS,B-Daman Fireblast,6.47,9263,6952,3,TV,52,Finished Airing,"Oct 7, 2012 to Sep 29, 2013","TV Tokyo,       d-rights",ADK Emotions NY Inc.,SynergySP,Unknown,,12 min. per ep.,G - All Ages,15,Fall 2012,Unknown,Strategy Game,Kids
DD Hokuto no Ken (2013),DD Fist of the North Star,6.47,8980,6953,4,TV,13,Finished Airing,"Apr 3, 2013 to Jun 26, 2013","TV Tokyo,       North Stars Pictures",Sentai Filmworks,Ajia-do,Manga,,24 min. per ep.,PG-13 - Teens 13 or older,12,Spring 2013,Unknown,Parody,Seinen
Demashita! Powerpuff Girls Z,Powerpuff Girls Z,6.47,3758,6954,35,TV,52,Finished Airing,"Jul 1, 2006 to Jun 30, 2007","TV Tokyo,       Aniplex,       Sony Music Entertainment","None found, add some",Toei Animation,Other,"Action, Comedy, Sci-Fi",24 min. per ep.,PG - Children,184,Summer 2006,Saturdays at 07:00 (JST),"School, Super Power",
Di Wang Gong Lue,The Emperor's Strategy,6.47,6083,6955,11,ONA,20,Finished Airing,"Apr 30, 2018 to Sep 10, 2018",Tencent Penguin Pictures,"None found, add some",Seven Stone Entertainment,Novel,"Adventure, Boys Love, Drama, Mystery",16 min. per ep.,PG-13 - Teens 13 or older,53,,,"Historical, Martial Arts",
Digimon Survive: Prologue Movie,Digimon Survive - Opening Movie,6.47,7851,6956,6,ONA,1,Finished Airing,22-Jul-19,Bandai Namco Entertainment,"None found, add some",Toei Animation,Game,"Fantasy, Mystery",3 min.,G - All Ages,6,,,School,
Dororon Enma-kun Meeramera,Ghastly Prince Enma Burning Up,6.47,5037,6957,18,TV,12,Finished Airing,"Apr 8, 2011 to Jun 24, 2011","Mainichi Broadcasting System,       Dynamic Planning","NIS America, Inc.",Brain's Base,Manga,"Action, Comedy, Supernatural, Ecchi",24 min. per ep.,R - 17+ (violence & profanity),32,Spring 2011,Unknown,"Mythology, Parody, Super Power",Shounen
Dynamic Super Robots Soushingekki,,6.47,12339,6958,1,Special,3,Finished Airing,"Dec 21, 2000 to Jun 25, 2001","Bandai Visual,       Bee Media,       Dynamic Planning","None found, add some",Brain's Base,Manga,"Action, Sci-Fi",2 min. per ep.,PG - Children,0,,,Mecha,Shounen
Fushigi no Umi no Nadia Omake Gekijou,Nadia: Secret of Blue Water Specials,6.47,8786,6959,4,Special,10,Finished Airing,21-Dec-91,"None found, add some","None found, add some",Gainax,Original,"Adventure, Sci-Fi",4 min. per ep.,PG-13 - Teens 13 or older,6,,,,
Gangsta. Recap,,6.47,4722,6960,21,TV Special,1,Finished Airing,06-Sep-15,"None found, add some",Funimation,Manglobe,Manga,"Action, Drama",23 min.,R - 17+ (violence & profanity),24,,,"Adult Cast, Organized Crime",Seinen
Genji Tsuushin Agedama,,6.47,11090,6961,2,TV,51,Finished Airing,"Oct 4, 1991 to Sep 25, 1992",Nihon Ad Systems,"None found, add some",Gallop,Original,"Action, Comedy, Sci-Fi",25 min. per ep.,R+ - Mild Nudity,10,Fall 1991,Fridays at 18:00 (JST),Parody,
Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,Galaxy Express 999: Can You Love Like a Mother?!!,6.47,10902,6962,2,TV Special,1,Finished Airing,02-Oct-80,"None found, add some",Discotek Media,Toei Animation,Manga,Sci-Fi,1 hr. 33 min.,G - All Ages,2,,,Space,
Grenadier: Hohoemi no Senshi Specials,,6.47,7632,6963,6,Special,6,Finished Airing,"Jan 28, 2005 to Jun 29, 2005","Shochiku,       Kadokawa Shoten","None found, add some","Group TAC,       Studio Live",Manga,"Comedy, Ecchi",1 min. per ep.,PG-13 - Teens 13 or older,1,,,Parody,
Hamster Club,,6.47,13206,6964,1,TV,130,Finished Airing,"Oct 2, 2000 to Mar 30, 2001",TV Tokyo,"None found, add some","None found, add some",Unknown,,5 min. per ep.,G - All Ages,2,Fall 2000,Unknown,Pets,Kids
Hitorigurashi no Shougakusei,,6.47,9050,6965,4,ONA,10,Finished Airing,"Oct 10, 2017 to Dec 12, 2017",Anime Beans,"None found, add some",Signal.MD,4-koma manga,"Comedy, Gourmet, Slice of Life",3 min. per ep.,G - All Ages,12,,,,
iDOLM@STER Xenoglossia,,6.47,4549,6966,23,TV,26,Finished Airing,"Apr 3, 2007 to Sep 25, 2007",Bandai Visual,Sentai Filmworks,Sunrise,Game,"Action, Comedy, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,32,Spring 2007,Mondays at 02:30 (JST),Mecha,
Kanokon: Manatsu no Dai Shanikusai Specials,Kanokon: The Great Midsummer Carnival Specials,6.47,4933,6967,19,Special,2,Finished Airing,"Nov 25, 2009 to Dec 22, 2009","None found, add some","None found, add some",Xebec,Light novel,Ecchi,3 min. per ep.,R+ - Mild Nudity,14,,,,
Karakuri no Kimi,Puppet Princess,6.47,6720,6968,9,OVA,1,Finished Airing,24-Mar-00,"Shogakukan-Shueisha Productions,       TOHO",Media Blasters,TMS Entertainment,Manga,"Action, Comedy, Fantasy, Horror",41 min.,R+ - Mild Nudity,13,,,"Historical, Martial Arts, Samurai",Shounen
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan,,6.47,14532,6969,765,TV Special,1,Finished Airing,02-Jan-05,"None found, add some","None found, add some",Gallop,Manga,"Comedy, Mystery",22 min.,PG-13 - Teens 13 or older,0,,,"Adult Cast, Detective",Shounen
Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,Full Dive: The Ultimate Next-Gen Full Dive RPG Is Even Shittier than Real Life!,6.47,990,6970,248,TV,12,Finished Airing,"Apr 7, 2021 to Jun 23, 2021","AT-X,       Sammy,       Kadokawa Media House,       Kadokawa,       Bit grooove promotion",Funimation,ENGI,Light novel,"Action, Comedy, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,"1,115",Spring 2021,Wednesdays at 22:30 (JST),Video Game,
Love Get Chu,,6.47,6757,6971,8,TV,25,Finished Airing,"Apr 5, 2006 to Sep 27, 2006","None found, add some","None found, add some",Radix,Visual novel,"Comedy, Romance",24 min. per ep.,PG-13 - Teens 13 or older,9,Spring 2006,Unknown,Showbiz,
Love Live! μ's Go→Go! LoveLive! 2015: Dream Sensation!,,6.47,15525,6972,580,Special,4,Finished Airing,"Jan 31, 2015 to Feb 1, 2015","None found, add some","None found, add some","None found, add some",Other,Comedy,8 min. per ep.,PG-13 - Teens 13 or older,1,,,Music,
Mirai Nikki (TV): Ura Mirai Nikki,The Future Diary Specials,6.47,2884,6973,58,Special,10,Finished Airing,"Jan 27, 2012 to Aug 31, 2012","None found, add some",Funimation,asread.,Manga,"Comedy, Supernatural",2 min. per ep.,R - 17+ (violence & profanity),67,,,,Shounen
Moeru! Oniisan,The Burning Wild Man,6.47,11242,6974,2,TV,24,Finished Airing,"Mar 14, 1988 to Sep 19, 1988",TOHO,"None found, add some",Pierrot,Manga,"Action, Adventure, Comedy",24 min. per ep.,PG-13 - Teens 13 or older,15,Spring 1988,Unknown,,Shounen
Momochi-san Chi no Ayakashi Ouji,The Demon Prince of Momochi House,6.47,3432,6975,42,TV,12,Finished Airing,"Jan 6, 2024 to Mar 23, 2024","Aniplex,       Movic,       BS11,       Crunchyroll","None found, add some",Drive,Manga,"Fantasy, Romance",24 min. per ep.,PG-13 - Teens 13 or older,212,Winter 2024,Saturdays at 00:00 (JST),Mythology,Shoujo
Musaigen no Phantom World: Limitless Phantom World,,6.47,3875,6976,33,Special,7,Finished Airing,"Apr 6, 2016 to Oct 5, 2016","Lantis,       Pony Canyon",Funimation,Kyoto Animation,Light novel,"Comedy, Fantasy",6 min. per ep.,PG-13 - Teens 13 or older,26,,,,
Oi! Ryouma,Rainbow Samurai,6.47,13012,6977,1,TV,39,Finished Airing,"Apr 7, 1992 to Mar 30, 1993","None found, add some","None found, add some",Animation 21,Manga,"Adventure, Drama",25 min. per ep.,,3,Spring 1992,Saturdays at 17:30 (JST),Historical,
One Piece: Cry Heart,,6.47,6415,6978,10,Special,3,Finished Airing,"Jan 19, 2014 to Apr 22, 2015",Banpresto,"None found, add some","None found, add some",Manga,"Drama, Fantasy",5 min. per ep.,PG-13 - Teens 13 or older,8,,,,Shounen
Ore wa Teppei,My Name Is Teppei,6.47,11269,6979,2,TV,28,Finished Airing,"Sep 12, 1977 to Mar 27, 1978",Fuji TV,"None found, add some",Nippon Animation,Manga,Sports,25 min. per ep.,PG-13 - Teens 13 or older,4,Fall 1977,Unknown,Combat Sports,Shounen
Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,,6.47,12210,6980,1,TV,26,Finished Airing,"Jul 7, 2018 to Jan 5, 2019",Sotsu,"None found, add some",Studio Deen,Original,"Fantasy, Slice of Life",12 min. per ep.,G - All Ages,4,Summer 2018,Saturdays at 08:15 (JST),,
Phantom The Animation,Phantom: The Animation,6.47,5520,6981,14,OVA,3,Finished Airing,"Feb 27, 2004 to Nov 26, 2004",KSS,Media Blasters,Arcs Create,Visual novel,"Action, Drama",28 min. per ep.,R - 17+ (violence & profanity),16,,,Organized Crime,
Pokemon Movie 15: Kyurem vs. Seikenshi,Pokémon the Movie: Kyurem VS. The Sword of Justice,6.47,3032,6982,53,Movie,1,Finished Airing,14-Jul-12,"TV Tokyo,       Shogakukan-Shueisha Productions,       TOHO,       Studio Jack",The Pokemon Company International,OLM,Game,"Action, Adventure, Comedy, Drama, Fantasy",1 hr. 11 min.,PG - Children,7,,,,Kids
Project A-Ko 2: Daitokuji Zaibatsu no Inbou,Project A-Ko 2: Plot of the Daitokuji Financial Group,6.47,7329,6983,7,OVA,1,Finished Airing,21-May-87,Pony Canyon,"Central Park Media,       Discotek Media",APPP,Original,"Action, Comedy, Sci-Fi",48 min.,PG-13 - Teens 13 or older,3,,,"Mecha, Super Power",
Ro-Kyu-Bu! SS Recap,,6.47,8913,6984,4,TV Special,1,Finished Airing,16-Aug-13,"AT-X,       Warner Bros. Japan,       KlockWorx,       ASCII Media Works","None found, add some","Barnum Studio,       Project No.9",Unknown,"Comedy, Sports, Ecchi",24 min.,PG-13 - Teens 13 or older,3,,,"School, Team Sports",
Jumping,,6.46,8471,6985,5,Movie,1,Finished Airing,Jun-84,"None found, add some","None found, add some",Tezuka Productions,Original,Adventure,6 min.,G - All Ages,5,,,,
Juusen Battle Monsuno,Monsuno: World Master,6.46,6621,6986,9,TV,52,Finished Airing,"Oct 3, 2012 to Sep 25, 2013","TV Tokyo,       Dentsu,       Dentsu Tec",Dentsu Entertainment USA,Larx Entertainment,Original,"Action, Adventure",22 min. per ep.,PG - Children,42,Fall 2012,Wednesdays at 18:00 (JST),,
Kamen no Ninja Akakage,,6.46,12508,6987,1,TV,23,Finished Airing,"Oct 13, 1987 to Mar 22, 1988","None found, add some","None found, add some",Toei Animation,Manga,"Action, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,0,Fall 1987,Unknown,,Shounen
Keijo!!!!!!!! Specials,,6.46,4361,6988,26,Special,6,Finished Airing,"Nov 23, 2016 to May 31, 2017","Sotsu,       Lantis,       Warner Bros. Japan,       Shogakukan",Funimation,Xebec,Manga,"Comedy, Ecchi",3 min. per ep.,PG-13 - Teens 13 or older,14,,,,Shounen
Koi to Uso: Isshou no Koi/Koi no Kimochi,Love and Lies: Love of a Lifetime/Feelings of Love,6.46,3614,6989,38,OVA,1,Finished Airing,16-Nov-18,"None found, add some","None found, add some",LIDENFILMS,Web manga,"Drama, Romance",29 min.,PG-13 - Teens 13 or older,36,,,School,
Last Exile: Ginyoku no Fam - Adjournment,"Last Exile: Fam, the Silver Wing Recaps",6.46,7567,6990,6,TV Special,2,Finished Airing,"Dec 17, 2011 to Feb 11, 2012","None found, add some",Funimation,Gonzo,Original,"Action, Adventure, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,2,,,,
Loveless Specials,,6.46,4986,6991,19,Special,6,Finished Airing,"Nov 1, 2005 to Apr 27, 2006","None found, add some","None found, add some",J.C.Staff,Manga,"Boys Love, Comedy, Supernatural",2 min. per ep.,PG-13 - Teens 13 or older,28,,,,Josei
Madoromi no Vevara,Vevara in Your Dream,6.46,10739,6992,2,ONA,1,Finished Airing,02-Jul-19,"None found, add some","None found, add some",Arch,Original,Fantasy,10 min.,PG - Children,7,,,,
Magic-kyun! First Live: Hoshinomori Summer Festa 2017 Encore Animation,,6.46,12651,6993,1,Special,1,Finished Airing,20-Sep-17,"None found, add some","None found, add some","None found, add some",Mixed media,"Fantasy, Romance",20 min.,PG-13 - Teens 13 or older,0,,,"Idols (Male), Music, Reverse Harem, School",
